"code_state","code_muni","name_muni","date","precip_mm"
17,1703206,"Bernardo Sayão",2025-06-22,1.25898420810699
17,1703305,"Bom Jesus do Tocantins",2025-06-22,0.0309799872338772
17,1703602,"Brasilândia do Tocantins",2025-06-22,0.448351413011551
17,1703701,"Brejinho de Nazaré",2025-06-22,0
17,1703800,"Buriti do Tocantins",2025-06-22,0.137384653091431
17,1703826,"Cachoeirinha",2025-06-22,0.341217458248138
17,1703842,"Campos Lindos",2025-06-22,0.503106951713562
17,1703867,"Cariri do Tocantins",2025-06-22,0
17,1703883,"Carmolândia",2025-06-22,1.53055906295776
17,1703891,"Carrasco Bonito",2025-06-22,0.219154104590416
17,1703909,"Caseara",2025-06-22,0.0236946754157543
17,1704105,"Centenário",2025-06-22,0.359537959098816
17,1704600,"Chapada de Areia",2025-06-22,5.93079539612518e-06
17,1705102,"Chapada da Natividade",2025-06-22,0
17,1705508,"Colinas do Tocantins",2025-06-22,1.18400871753693
17,1705557,"Combinado",2025-06-22,0
17,1705607,"Conceição do Tocantins",2025-06-22,0
17,1706001,"Couto Magalhães",2025-06-22,0.398417383432388
17,1706100,"Cristalândia",2025-06-22,0
17,1706258,"Crixás do Tocantins",2025-06-22,0
17,1706506,"Darcinópolis",2025-06-22,0.406513392925262
17,1707009,"Dianópolis",2025-06-22,0
17,1707108,"Divinópolis do Tocantins",2025-06-22,0
17,1707207,"Dois Irmãos do Tocantins",2025-06-22,0.0112749477848411
17,1707306,"Dueré",2025-06-22,0
17,1707405,"Esperantina",2025-06-22,1.79245853424072
17,1707553,"Fátima",2025-06-22,0
17,1707652,"Figueirópolis",2025-06-22,0
17,1707702,"Filadélfia",2025-06-22,2.04216885566711
17,1708205,"Formoso do Araguaia",2025-06-22,0
17,1708254,"Tabocão",2025-06-22,0.522559940814972
17,1708304,"Goianorte",2025-06-22,0.175621494650841
17,1709005,"Goiatins",2025-06-22,1.472900390625
17,1709302,"Guaraí",2025-06-22,0.42950427532196
17,1709500,"Gurupi",2025-06-22,0
17,1709807,"Ipueiras",2025-06-22,0
17,1710508,"Itacajá",2025-06-22,1.55462574958801
17,1710706,"Itaguatins",2025-06-22,0.70490026473999
17,1710904,"Itapiratins",2025-06-22,1.86564767360687
17,1711100,"Itaporã do Tocantins",2025-06-22,0.228870838880539
17,1711506,"Jaú do Tocantins",2025-06-22,0
